food,Caloric Value,Fat,Carbohydrates,Protein,Sugars,Dietary Fiber,Sodium,Cholesterol,Nutrition Density
cream cheese,51,5.0,0.8,0.9,0.5,0.0,0.016,14.6,7.07
neufchatel cheese,215,19.4,3.1,7.8,2.7,0.0,0.3,62.9,130.1
requeijao cremoso light catupiry,49,3.6,0.9,0.8,3.4,0.1,0.0,0.0,5.4
ricotta cheese,30,2.0,1.5,1.5,0.091,0.0,0.017,9.8,5.196
cream cheese low fat,30,2.3,1.2,1.2,0.9,0.0,0.046,8.1,27.007
cream cheese fat free,19,0.2,1.4,2.8,1.0,0.0,0.1,2.2,67.679
gruyere cheese,116,9.1,0.1,8.3,0.1,0.0,0.2,30.8,300.694
cheddar cheese,113,9.3,0.9,6.4,0.1,0.0,0.2,27.7,215.53
parmesan cheese,71,4.5,0.6,6.4,0.046,0.0,0.2,12.2,224.777
romano cheese,19,1.3,0.2,1.6,0.088,0.0,0.008,5.2,56.38
parmesan cheese grated,21,1.4,0.7,1.4,0.075,0.0,0.043,4.3,3.745
port salut cheese,465,37.2,0.8,31.4,0.8,0.0,0.7,162.4,928.4
swiss cheese,98,7.7,0.4,6.7,0.0,0.0,0.057,23.3,237.396
goat cheese hard,128,10.1,0.6,8.6,0.6,0.0,0.076,29.7,273.2
gouda cheese,100,7.7,0.6,7.0,0.6,0.0,0.2,31.9,211.424
pepper jack cheese lucerne,75,6.0,0.0,5.0,0.0,2.5,0.0,0.0,13.5
caraway cheese,106,8.3,0.9,7.1,0.0,0.0,0.2,26.3,207.072
gjetost cheese,1058,67.0,96.8,21.9,0.0,0.0,1.4,213.4,1095.7
tilsit cheese,136,10.4,0.8,9.8,0.0,0.0,0.3,40.8,301.069
goat cheese,103,8.4,0.009,6.1,0.031,0.0,0.1,22.4,99.494
brick cheese,111,8.9,0.8,7.0,0.2,0.0,0.2,28.2,219.002
asadero cheese,402,31.9,3.2,25.5,3.2,0.0,0.7,118.7,808.175
camembert cheese,90,7.3,0.1,5.9,0.1,0.0,0.3,21.6,129.826
provolone cheese reduced fat,310,19.9,4.0,27.9,0.6,0.0,1.0,62.2,906.9
roquefort cheese,314,26.0,1.7,18.3,0.0,0.0,1.5,76.5,609.4
queso blanco cheese,366,28.7,3.0,24.0,2.1,0.0,0.8,82.6,870.3
queso seco cheese,315,23.6,2.0,23.8,0.5,0.0,1.8,75.7,691.0
goat cheese soft,75,6.0,0.0,5.2,0.3,0.0,0.1,13.0,51.311
mozzarella cheese,90,6.6,0.7,6.7,0.0,0.0,0.1,23.7,165.648
chihuahua cheese,494,39.2,7.3,28.5,7.3,0.0,0.8,138.6,934.983
limburger cheese,98,8.2,0.1,6.0,0.1,0.0,0.2,27.0,163.575
muenster cheese,486,39.7,1.5,30.9,1.5,0.0,0.8,126.7,1019.4
queso fresco cheese,365,29.1,3.6,22.1,2.8,0.0,0.9,84.2,745.8
brie cheese,100,8.3,0.1,6.2,0.1,0.0,0.2,30.0,70.096
pimento cheese,525,43.7,2.4,31.0,0.9,0.1,2.0,131.6,940.9
mexican cheese,316,21.7,3.8,27.7,0.6,0.0,0.9,69.4,1337.0
feta cheese,80,6.4,1.2,4.3,0.0,0.0,0.3,26.7,160.058
mozzarella cheese fat free,159,0.0,4.0,35.8,1.7,2.0,0.8,20.3,1128.2
provolone cheese,463,35.1,2.8,33.8,0.7,0.0,1.2,91.1,1070.6
anejo cheese,492,39.6,6.1,28.3,6.1,0.0,1.5,138.6,972.205
honey,64,0.0,17.3,0.08,17.2,0.025,0.011,0.0,18.892
apple butter,35,0.063,8.5,0.045,7.1,0.3,0.003,0.0,11.836
fruit jam,56,0.095,13.8,0.0,9.7,0.2,0.052,0.0,19.919
chocolate hazelnut spread,100,5.5,11.5,1.0,10.0,1.0,0.099,0.0,39.8
peanut butter,88,7.4,3.6,3.3,1.0,0.9,0.085,0.0,15.268
peanut spread,101,8.5,2.2,3.8,0.5,1.2,0.028,0.0,27.3
chicken spread,88,9.8,2.3,10.1,0.3,0.2,0.4,31.4,31.972
cheese spread,708,68.6,8.4,17.0,8.4,0.0,1.2,216.0,267.8
tahini,86,7.2,3.9,2.7,0.0,1.4,0.098,0.0,78.6
orange marmalade,49,0.0,13.3,0.014,12.0,0.1,0.016,0.0,22.119
american cheese spread,46,3.4,1.4,2.6,1.2,0.0,0.3,8.8,97.357
apricot jam,48,0.01,12.9,0.1,8.7,0.044,0.004,0.0,18.91
chunky peanut butter,94,8.0,3.5,3.8,1.3,1.3,0.03,0.0,24.1
ham and cheese spread,37,2.8,0.3,2.4,0.0,0.0,0.2,9.2,38.238
chicken and rice casserole homade,27,1.0,2.4,2.0,0.0,0.3,0.0,0.0,5.7
picnic loaf,65,4.7,1.3,4.2,0.0,0.0,0.3,10.6,23.7
corn tamale,309,12.0,44.3,5.8,12.3,5.3,0.5,0.0,108.1
baked potato with cheese sauce bacon,451,25.9,44.4,18.4,0.0,0.0,1.0,29.9,428.7
chinese egg roll,223,10.6,24.3,7.4,0.0,2.3,0.4,14.2,81.5
butter croissant,231,12.0,26.1,4.7,6.4,1.5,0.2,38.2,66.8
enchilada with cheese beef,323,17.6,30.5,11.9,0.0,0.0,1.3,40.3,292.933
corned beef hash with potatoes,387,24.2,21.9,20.6,0.8,2.6,1.0,75.5,118.6
biscuit with egg cheese bacon,436,25.3,35.4,17.4,2.5,0.3,1.2,240.7,230.2
bagel with ham egg cheese,483,18.5,52.4,26.7,7.0,0.4,1.3,242.6,287.6
quesadilla with chicken,529,27.5,43.3,27.1,3.4,3.1,1.3,66.6,588.7
corn rice,110,0.3,25.2,1.8,3.0,0.4,0.2,0.0,51.9
kung pao chicken,779,42.2,41.5,59.0,18.3,9.1,2.4,157.0,320.1
beef empanada,298,16.3,27.8,10.1,1.6,1.8,0.4,23.1,76.2
frijoles with cheese,225,7.8,28.7,11.4,0.0,0.0,0.9,36.7,240.305
burrito with beef,285,8.1,43.9,9.1,4.1,4.4,0.5,2.6,65.89
crispy chicken sandwich,350,17.6,33.2,14.8,3.9,0.0,0.7,0.0,114.1
enchilada with cheese,374,25.3,21.2,15.4,3.6,2.6,0.7,57.5,65.6
pork egg roll,189,6.1,25.1,8.4,4.5,1.8,0.3,11.9,96.5
corn on the cob with butter,155,3.4,31.9,4.5,0.0,0.0,0.056,5.8,52.078
pancakes with butter syrup,260,7.0,45.4,4.1,0.0,0.0,0.6,29.0,123.319
burrito with beans,224,6.7,35.7,7.0,0.0,0.0,0.5,2.2,109.1
scrambled eggs,100,7.6,1.0,6.5,0.8,0.0,0.1,200.2,44.726
baked potato with sour cream,393,22.3,50.0,6.7,0.0,0.0,0.2,24.2,221.8
turkey and gravy,161,6.3,11.1,14.1,0.0,0.0,1.3,43.2,67.374
chicken egg roll,158,3.6,22.8,8.4,4.5,1.9,0.4,11.2,84.75
vegetable egg roll,153,3.6,25.0,5.2,5.3,2.2,0.4,0.0,84.1
ham cheese roll,67,5.2,1.1,3.8,0.0,0.0,0.3,16.2,26.6
biscuit with ham,386,18.4,43.8,13.4,2.2,0.8,1.1,24.9,239.732
lemon chicken,1440,74.9,122.0,68.6,55.2,7.0,1.5,203.8,545.212
hummus,435,21.1,49.5,12.0,0.7,9.8,0.6,0.0,236.1
croissant with egg cheese,368,24.7,24.3,12.8,0.0,0.0,0.6,215.9,307.9
enchirito with cheese beef beans,344,16.1,33.8,17.9,0.0,0.0,1.3,50.2,292.984
sweet sour pork,38,2.2,3.3,1.2,1.4,0.1,0.003,3.4,13.977
crab cake,160,10.4,5.1,11.3,0.0,0.2,0.5,82.2,230.596
egg dinner roll,107,2.2,18.2,3.3,1.5,1.3,0.2,17.5,46.913
english muffin with egg cheese sausage,472,29.9,28.8,22.1,2.5,0.3,0.8,269.0,362.7
buttermilk pancakes,86,3.5,10.9,2.6,0.0,0.0,0.2,22.0,77.568
omelet,94,7.1,0.4,6.4,0.2,0.0,0.013,190.9,14.377
taco with chicken cheese lettuce,185,6.2,19.3,13.0,1.3,1.2,0.6,28.4,161.153
spinach souffle,230,17.6,8.0,10.7,2.5,1.0,0.8,160.5,273.4
english muffin with cheese sausage,365,22.3,27.3,14.3,2.1,0.5,0.7,46.4,294.696
potato gratin,328,18.6,27.6,12.4,0.0,4.4,1.1,56.4,380.7
biscuit with egg,436,25.3,35.4,17.4,2.5,0.3,1.2,240.7,230.3
french fries deep fried,222,10.5,29.4,2.4,0.2,2.7,0.1,0.0,45.364
sweet sour chicken,46,2.3,4.4,1.8,2.1,0.2,0.043,4.9,17.773
burrito with beans beef,460,18.0,47.0,27.8,5.3,7.2,1.4,62.7,326.183
nachos with cinnamon sugar,592,36.0,63.4,7.2,0.0,0.0,0.4,39.2,202.5
arroz con grandules,209,5.7,35.4,4.0,0.0,1.6,0.7,0.0,56.2
chili con carne,271,8.8,33.1,14.7,4.7,8.3,1.1,22.8,66.245
arroz con abichuelas,223,5.4,37.3,6.2,0.2,4.1,0.6,0.0,78.5
biscuit with sausage,412,27.1,33.3,10.7,1.8,0.4,0.9,31.1,125.8
vegetarian stew,304,7.4,17.3,42.0,3.1,2.7,1.0,0.0,149.2
chicken sandwich with cheese,632,38.8,41.6,29.4,0.0,0.0,1.2,77.5,374.2
biscuit with egg steak,410,28.4,21.3,17.9,0.0,0.0,0.9,272.3,210.8
taco salad,212,11.2,17.9,10.0,0.0,0.0,0.6,33.0,189.0
succotash,213,1.5,46.8,9.7,0.0,0.0,0.5,0.0,109.2
nachos with cheese jalapeno peppers,608,34.1,60.1,16.8,0.0,0.0,1.7,83.6,735.0
biscuit with egg ham,442,27.0,31.4,20.4,4.2,0.8,1.4,299.5,305.1
ladyfingers,103,2.6,16.9,3.0,7.2,0.3,0.016,62.5,38.1
mozzarella steak fried,102,5.9,7.7,4.6,0.7,0.6,0.2,10.2,126.963
tamale navajo,285,11.4,33.7,11.7,1.8,5.8,0.8,31.6,122.0
blueberry pancakes,84,3.5,11.0,2.3,0.0,0.0,0.2,21.3,96.631
chimichanga with beef cheese,443,23.4,39.3,20.1,0.0,0.0,1.0,51.2,327.3
egg cheese sandwich,340,19.4,25.9,15.6,0.0,0.0,0.8,290.5,290.4
biscuit with egg bacon,458,31.1,28.6,17.0,3.3,0.8,1.3,352.5,272.958
pupusas con queso,300,15.5,26.2,13.7,1.4,3.4,0.5,37.4,439.9
apple croissant,145,5.0,21.1,4.2,0.0,1.4,0.2,17.7,49.733
refried red beans,336,16.1,36.0,11.7,0.0,11.0,0.9,0.0,156.2
tostada with guacamole,180,11.6,16.0,6.2,0.0,0.0,0.4,19.6,247.853
chicken sandwich,468,20.9,39.1,30.4,6.8,2.6,1.4,65.5,94.051
fried rice,228,3.2,43.4,6.5,0.6,1.5,0.6,32.2,75.203
pupusas del cerdo,283,12.7,28.1,14.0,1.8,3.2,0.5,35.4,119.087
turkey pot pie,699,34.9,70.3,25.8,0.0,4.4,1.4,63.5,139.4
cheese croissant,331,16.7,37.6,7.4,9.1,2.1,0.3,45.6,108.3
chimichanga with beef,425,19.7,42.8,19.6,0.0,0.0,0.9,8.7,153.9
french toast with butter,178,9.4,18.0,5.2,0.0,0.0,0.3,58.1,70.093
ham egg cheese sandwich,347,16.3,30.9,19.2,0.0,0.0,1.0,246.0,284.0
english muffin with butter,189,5.8,30.4,4.9,0.0,0.0,0.4,12.6,146.209
savoury noodle one pan dinner tandaco,172,1.2,5.5,0.0,0.0,0.0,0.0,0.0,6.7
ham cheese sandwich,352,15.5,33.3,20.7,0.0,0.0,0.8,58.4,205.416
sweet gefilte fish,35,0.7,3.1,3.8,0.0,0.0,0.2,12.6,18.677
poached egg,72,4.7,0.4,6.3,0.2,0.0,0.1,185.0,40.398
tostada with beef cheese,315,16.3,22.8,19.0,0.0,0.0,0.9,40.8,280.498
tostada with beans cheese,223,9.9,26.5,9.6,0.0,0.0,0.5,30.2,259.467
pork tamale,247,12.8,22.4,10.4,0.7,3.4,0.7,28.4,156.766
nachos with cheese,274,17.2,27.9,3.5,1.7,2.6,0.3,2.4,51.581
pulled pork in barbecue sauce,418,11.0,46.7,32.8,37.8,3.0,1.7,87.2,206.7
baked potato with cheese sauce,474,28.7,46.5,14.6,0.0,0.0,0.4,17.8,429.9
baked beans,310,10.3,43.3,11.1,0.0,11.0,0.8,10.0,76.2
arroz con frijoles,220,5.6,35.6,6.8,1.3,5.0,0.6,0.0,109.3
taco with beef cheese lettuce,156,8.8,13.7,6.1,0.6,2.7,0.3,19.3,93.825
burrito with beans cheese beef,165,6.6,19.8,7.3,0.0,0.0,0.5,61.9,103.1
egg mix,30,2.2,0.098,2.4,0.091,0.0,0.012,81.5,4.876
falafel,57,3.0,5.4,2.3,0.0,0.0,0.081,0.0,10.763
taco salad with chili con carne,193,8.8,17.7,11.6,0.0,0.0,0.6,3.5,205.9
wonton wrappers,93,0.5,18.5,3.1,0.0,0.6,0.2,2.9,38.815
hushpuppies,512,20.5,69.9,11.7,3.1,4.3,1.0,68.4,533.994
chicken pot pie,598,34.6,57.3,14.6,7.2,3.0,1.2,51.3,177.7
general tsos chicken,1578,87.5,128.3,69.0,62.1,4.8,2.3,283.6,368.673
burrito with beans cheese,379,11.2,57.8,13.6,3.2,7.8,1.0,9.3,324.946
vegetarian fillets,247,15.3,7.7,19.6,0.7,5.2,0.4,0.0,130.3
biscuit with egg sausage,505,33.6,34.1,18.0,1.5,0.3,1.1,260.8,171.757
chicken chow mein,513,16.9,50.1,40.8,10.5,6.0,1.9,96.6,256.797
fruit burrito,231,9.5,35.0,2.5,0.0,0.0,0.2,3.7,64.3
arroz con leche,369,9.3,63.0,8.1,38.6,1.3,0.3,20.2,310.0
caramel custard flan,444,12.3,69.7,13.9,70.8,0.0,0.2,275.4,351.2
gelatin dessert,167,0.0,38.3,3.3,36.4,0.0,0.2,0.0,49.792
chocolate milk dessert,229,1.4,51.6,5.9,51.6,0.0,0.1,0.0,270.99
chocolate mousse,338,24.0,24.1,6.2,22.2,0.9,0.081,210.0,200.4
dulce de leche,60,1.4,10.5,1.3,9.5,0.0,0.036,5.5,61.415
apple crisp,454,9.7,87.0,4.9,55.5,3.9,1.0,0.0,212.724
spinach spaghetti cooked,182,0.9,36.6,6.4,0.0,0.0,0.061,0.0,87.4
corn pasta cooked,176,1.0,39.1,3.7,0.0,6.7,0.0,0.0,52.3
spaghetti with meat sauce,255,2.9,43.1,14.3,7.4,5.1,0.7,17.0,135.1
pasta with meatballs in tomato sauce,273,13.0,28.3,10.6,7.2,6.9,0.7,23.0,100.474
cheese tortellini,332,7.8,50.8,14.6,1.0,2.1,0.4,45.4,241.181
pasta with sliced franks in tomato sauce,227,6.0,32.0,11.0,8.0,4.0,0.7,22.7,216.154
lasagna,166,6.1,18.9,9.0,3.8,2.1,0.5,20.9,36.675
macaroni cheese,310,9.4,43.7,12.6,3.0,2.3,0.9,15.1,68.319
vegetable lasagna,316,13.7,32.2,15.6,5.8,4.3,1.0,31.8,410.066
spinach egg noodles cooked,211,2.5,38.8,8.1,1.1,3.7,0.068,52.8,85.297
cheese lasagna,316,13.0,33.6,15.9,10.3,4.1,0.7,31.6,381.08
pasta with tomato sauce,176,1.8,35.1,5.6,10.1,2.3,1.0,15.1,45.091
spinach pasta cooked,37,0.3,7.1,1.4,0.0,0.0,0.004,9.3,14.201
vegetable chicken soup,166,4.8,21.1,12.3,3.4,1.0,0.075,16.9,72.737
bean ham soup,198,2.5,33.5,10.3,7.8,9.8,0.5,4.9,154.4
cream of chicken soup,227,14.5,18.0,6.0,1.4,0.0,1.8,20.2,76.9
tomato soup canned,139,3.3,22.6,6.3,16.5,1.5,0.5,10.1,224.932
egg drop soup,65,1.5,10.3,2.8,0.2,1.0,0.9,55.4,48.808
scotch broth,197,6.4,23.0,12.1,0.0,3.0,2.1,11.9,84.4
cream of onion soup,268,12.8,31.7,6.7,11.1,1.2,1.9,36.6,139.473
chicken broth dry,10,0.2,1.1,0.7,0.0,0.0,1.2,0.6,11.198
vegetable soup with beef broth,162,3.8,26.3,6.0,4.0,3.2,1.3,2.5,80.5
chili with beans canned,287,14.1,30.5,14.6,3.0,11.3,1.3,43.5,204.0
beef noodle soup,168,6.2,17.9,9.6,5.2,1.5,1.6,10.0,68.232
consomme dry,17,0.2,1.9,2.2,1.1,0.0,0.8,0.0,17.2
chicken mushroom soup,126,6.1,15.1,2.0,1.0,4.0,0.8,10.1,57.171
beef vegetable soup,120,2.9,15.4,8.0,3.1,3.0,0.8,17.5,84.9
black bean soup,234,3.4,39.6,12.4,6.4,17.5,2.5,0.0,167.3
split pea soup with ham bacon,189,3.1,28.6,11.6,0.0,4.1,1.0,4.1,49.5
cream of mushroom soup,199,13.4,17.1,3.4,1.0,1.8,1.7,0.0,66.404
green pea soup,320,5.7,51.7,16.7,16.7,10.0,1.7,0.0,145.005
chicken broth soup,78,2.6,1.9,11.1,0.9,0.0,1.6,2.5,31.7
chicken mushroom chowder soup,431,23.7,38.3,16.2,0.0,7.5,1.8,32.3,99.1
chicken dumplings soup,235,13.4,14.7,13.6,1.4,1.2,1.8,80.5,80.269
chicken vegetable soup,148,5.6,17.0,7.1,3.0,1.7,1.7,16.9,68.983
turkey vegetable soup,72,3.0,8.6,3.1,2.6,0.5,0.9,2.4,33.0
wonton soup,71,0.6,11.7,4.6,0.8,0.4,0.9,8.9,30.692
beef stock,31,0.2,2.9,4.7,1.3,0.0,0.5,0.0,27.6
mushroom barley soup,186,5.5,29.3,4.6,0.0,0.0,1.7,0.0,71.1
gazpacho soup,70,0.4,6.6,10.7,2.2,0.7,1.1,0.0,67.5
beef mushroom soup,186,7.3,15.9,14.0,0.0,0.6,2.2,15.3,52.1
chicken rice soup,127,3.2,13.0,12.3,1.4,1.0,0.9,12.0,68.818
pepperpot soup,100,4.5,9.1,6.2,0.0,0.5,0.9,9.7,49.1
vegetable soup,149,4.0,24.6,4.3,7.9,1.3,1.3,0.0,82.2
chili beef soup,308,6.7,49.6,13.4,13.4,6.6,2.1,26.3,77.607
chicken soup,174,6.5,16.9,12.4,2.1,1.5,0.9,29.4,64.716
bean with frankfurters soup,188,7.0,22.0,10.0,0.0,0.0,1.1,12.5,129.9
pea soup,161,2.8,25.6,8.3,8.3,4.9,0.015,0.0,76.26
turkey soup,135,4.4,14.1,10.2,0.0,0.0,0.9,9.4,86.6
stockpot soup,201,7.8,23.1,9.8,0.0,0.0,2.1,7.7,90.5
hot sour soup,91,2.8,10.1,6.0,1.0,1.2,0.9,48.9,65.954
cheese soup,203,9.7,28.0,2.0,9.3,5.5,1.7,7.4,135.1
cream of potato soup,186,4.7,32.2,3.8,3.6,3.3,1.5,2.5,88.202
bean with bacon soup,106,2.1,16.4,5.5,0.6,9.0,0.9,2.7,91.1
fish stock,40,1.9,0.0,5.3,0.0,0.0,0.4,2.3,14.488
split pea soup with ham,381,8.9,56.2,20.7,0.0,4.6,1.7,16.2,141.2
beef broth soup,17,0.5,0.01,2.7,0.0,0.0,0.9,0.0,18.049
lentil soup with ham,139,2.8,20.2,9.3,0.0,0.0,1.3,7.4,81.4
tomato soup,98,0.7,22.5,2.2,12.2,1.6,0.6,0.0,66.2
fish broth,39,1.5,1.0,4.9,0.2,0.0,0.5,0.0,81.193
chili without beans canned,283,17.0,14.6,18.1,0.0,0.0,0.9,50.4,130.8
minestrone soup,167,5.0,22.6,8.6,3.7,2.0,1.3,2.5,111.1
clam chowder soup,154,4.4,24.5,4.4,6.8,3.0,1.8,5.0,95.69
tomato vegetable soup,54,0.8,9.9,1.9,2.4,0.7,0.3,0.0,36.4
cream of rice coup,127,0.2,28.1,2.2,0.022,0.2,0.4,0.0,38.5
cream of celery soup,181,11.2,17.7,3.3,3.4,1.5,1.3,27.7,116.189
chicken gravy,188,13.6,12.9,4.6,1.9,1.0,1.0,4.8,80.872
tomato rice soup,240,5.5,44.1,4.2,15.2,3.4,1.6,2.6,134.933
vegetable beef soup,128,2.0,9.6,18.1,0.0,4.4,1.1,8.8,34.1
tomato beef noodle soup,281,8.6,42.3,8.9,0.0,3.0,1.8,7.5,100.1
oyster stew soup,118,7.7,8.2,4.2,0.0,0.0,1.8,27.1,72.8
ramen noodle soup dry,371,13.3,53.9,8.9,1.3,2.0,1.7,0.0,106.5
chicken noodle soup,145,4.7,18.4,7.2,0.0,2.7,2.1,24.2,33.513
chicken bouillon dry,11,0.6,0.7,0.7,0.7,0.0,1.0,0.5,9.502
cream of asparagus soup,174,8.2,21.5,4.6,1.8,1.0,1.7,10.1,100.43
turkey noodle soup,139,4.0,17.3,7.8,1.0,1.5,1.6,10.1,55.582
cream of shrimp soup,181,10.4,16.5,5.6,0.0,0.5,1.7,32.8,69.41
bean with pork soup,335,11.5,44.1,15.3,7.8,15.3,1.7,5.2,249.324
chicken broth,12,0.5,1.0,1.0,0.0,0.0,0.9,0.0,33.6
beef broth powder,8,0.3,0.6,0.6,0.6,0.0,0.9,0.4,3.739
split pea soup,180,2.3,29.9,9.7,12.8,4.8,0.4,5.1,91.6
escarole soup,61,4.0,4.0,3.4,0.0,0.0,2.3,5.5,95.0
chicken stock,86,2.9,8.5,6.0,3.8,0.0,0.3,7.2,25.696
tomato bisque soup,248,5.0,47.7,4.5,0.0,2.1,1.8,10.3,152.913
shark fin soup,99,4.3,8.2,6.9,0.0,0.0,1.1,4.3,43.2
onion soup,113,3.5,16.4,7.5,6.7,1.7,1.3,0.0,87.173
chicken gumbo soup,113,2.9,16.8,5.3,4.9,4.0,1.7,7.6,88.8
crab soup,95,0.8,12.5,10.4,0.0,2.4,0.6,41.5,120.3
tripe soup,148,5.2,8.1,17.2,0.0,0.0,0.8,118.0,75.9
little india little lunch,164,10.6,2.0,0.0,0.0,0.0,0.0,0.0,12.6
original chicken sandwich chick fil a,125,5.1,0.0,0.0,0.0,0.0,0.0,0.0,5.1
sausage mcmuffin mcdonalds,383,24.2,28.2,14.6,2.2,1.6,0.8,44.9,328.5
sausage mcgriddles mcdonalds,421,24.0,42.2,11.4,15.2,1.4,1.0,32.4,166.0
crispy chicken drumstick kentucky fried chicken,70,3.0,0.0,10.6,0.0,0.0,0.2,56.2,20.632
chicken crispy drumsticks kentucky fried chicken,156,10.1,4.5,11.8,0.0,0.0,0.4,62.1,41.248
biscuit kentucky fried chicken,185,9.1,22.1,3.8,1.7,0.8,0.5,0.5,68.5
english muffin mcdonalds,97,2.3,2.9,5.7,1.5,0.2,0.031,20.7,24.548
french fries mcdonalds,378,18.1,49.8,4.0,0.2,4.6,0.2,0.0,77.129
hotdog,383,23.0,28.5,16.4,0.0,0.0,1.1,69.8,109.0
french fries burger king,207,9.2,28.6,2.4,0.4,2.1,0.2,0.0,42.635
original taco with beef cheese lettuce taco bell,158,8.8,13.7,6.1,0.6,2.7,0.3,19.3,93.8
hotdog with chili,296,13.4,31.3,13.5,0.0,0.0,0.5,51.3,83.6
chicken crispy wings kentucky fried chicken,148,10.1,5.1,9.2,0.0,0.0,0.3,47.1,40.161
egg white delight mcdonalds,250,16.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0
french toast sticks burger king,73,3.7,8.7,1.3,2.1,0.3,0.014,0.0,25.5
mcchicken mcdonalds,358,17.3,36.6,13.7,4.7,1.7,0.8,35.4,69.5
nachos supreme taco bell,480,26.6,45.0,14.8,0.0,8.0,0.8,37.1,241.0
crispy chicken wing kentucky fried chicken,104,5.3,1.3,12.6,0.0,0.0,0.3,64.2,32.851
chicken strips burger king,105,5.5,7.4,6.6,0.0,0.5,0.3,15.8,20.168
crispy chicken breast kentucky fried chicken,214,6.7,0.4,38.2,0.0,0.0,0.7,121.8,74.065
sausage biscuit mcdonalds,440,29.7,31.8,11.3,2.3,1.4,1.0,33.9,141.05
sausage burrito mcdonalds,339,17.1,24.2,13.0,1.4,1.2,0.8,172.9,261.627
onion rings fried,27,1.6,2.8,0.3,0.4,0.2,0.015,0.0,12.551
onion rings burger king,379,23.0,39.7,3.5,4.9,2.5,0.7,0.0,175.4
turkey patty fried,79,5.0,4.4,3.9,0.053,0.1,0.2,21.0,17.934
hotcakes with syrup mcdonalds,601,17.8,101.8,9.0,45.5,2.0,0.6,19.9,259.4
crispy chicken thigh kentucky fried chicken,163,9.1,0.0,20.4,0.0,0.0,0.5,107.4,49.591
corn dog,195,9.4,21.0,6.7,5.9,0.8,0.5,34.3,38.257
chicken box mcdonalds,70,4.0,5.5,0.2,0.5,0.0,0.0,0.0,9.7
potato wedges kentucky fried chicken,379,19.8,45.0,5.4,0.0,4.2,1.0,0.0,110.6
scrambled eggs mcdonalds,98,7.5,0.9,7.7,0.1,0.0,0.04,217.8,50.931
egg mcmuffin mcdonalds,287,12.2,27.3,17.2,2.7,1.4,0.8,207.9,58.5
nachos taco bell,362,21.9,36.0,5.1,0.0,3.8,0.5,4.0,156.0
biscuit large mcdonalds,310,14.4,39.4,5.5,2.7,1.8,0.9,0.0,132.022
crispy chicken strips kentucky fried chicken,129,7.2,6.4,9.5,0.0,0.7,0.4,24.0,35.9
hotcakes mcdonalds,113,2.9,19.0,3.0,4.4,0.7,0.2,6.4,68.2
chicken crispy breast kentucky fried chicken,375,23.2,11.9,29.7,0.0,0.0,0.8,106.4,103.428
hotcakes sausage mcdonalds,776,34.9,102.4,15.5,45.7,2.1,0.9,50.2,292.7
chicken mcnuggets mcdonalds,48,3.2,2.4,2.5,0.025,0.0,0.009,7.0,8.181
chips chipotle,151,7.1,2.1,0.2,2.1,0.0,0.0,0.0,9.4
biscuit mcdonalds,261,12.2,33.3,4.7,2.2,1.5,0.7,0.0,111.687
rice bowl with chicken,36,0.4,6.4,1.6,1.2,0.2,0.064,4.5,13.178
spaghetti with meatballs,200,8.2,22.9,8.7,5.8,5.4,0.6,14.0,45.656
meat ravioli canned,259,8.9,36.0,8.9,6.3,4.2,0.9,13.1,94.963
cheese ravioli canned,186,3.5,33.0,6.0,9.0,3.1,0.7,7.3,127.3
premium crispy chicken ranch blt sandwich mcdonalds,586,22.9,59.8,35.3,13.3,3.4,1.2,72.0,219.1
steak sandwich,459,14.1,52.0,30.3,0.0,0.0,0.8,73.4,198.9
cheeseburger burger king,380,19.7,31.5,19.4,6.0,3.7,0.8,59.9,201.6
cheeseburger mcdonalds,313,14.0,33.1,15.4,7.4,1.3,0.7,41.7,266.0
double cheeseburger,643,36.9,41.0,37.0,9.5,2.1,0.9,114.0,119.347
double hamburger,942,58.6,51.4,52.1,13.2,5.2,1.1,172.0,169.626
premium grilled chicken classic sandwich mcdonalds,366,8.6,44.6,28.3,10.0,2.8,0.8,68.0,167.718
big n tasty with cheese mcdonalds,573,36.0,39.7,27.2,9.5,3.2,1.0,91.4,339.7
premium grilled chicken club sandwich mcdonalds,493,18.0,44.3,38.3,6.4,2.7,1.0,102.6,328.1
quarter pounder mcdonalds,417,19.8,37.9,24.1,8.8,2.7,0.7,66.7,233.7
premium crispy chicken classic sandwich mcdonalds,524,20.0,58.6,27.8,12.4,3.2,1.0,59.8,196.9
veggie burger,124,4.4,10.0,11.0,0.7,3.4,0.4,3.5,128.9
quarter pounder with cheese mcdonalds,513,28.3,39.7,29.0,9.8,2.8,1.2,93.5,392.2
beef sandwich steak raw,173,15.1,0.0,9.2,0.0,0.0,0.043,39.8,32.0
cheeseburger,292,13.2,28.7,15.0,5.9,1.6,0.6,41.4,60.289
premium grilled chicken ranch blt sandwich mcdonalds,412,10.9,44.3,33.7,10.5,2.8,1.0,76.8,181.4
double whopper with cheese burger king,1061,68.1,53.9,57.7,14.4,6.4,1.5,187.5,519.2
big mac mcdonalds,563,32.8,44.0,25.9,8.7,3.5,1.0,78.8,365.5
sandwich with cold cuts,833,39.3,79.9,41.1,12.4,4.7,2.2,105.6,166.871
filet o fish mcdonalds,378,19.6,35.4,15.1,4.9,1.9,0.6,42.9,235.3
